resource_id,resource_name,resource_type,region,metadata,Environment,Project,Owner
res-658,EC2-658,ECS,ap-southeast-1,Metadata info 658,Dev,,Castle
res-659,EC2-659,CloudFront,ap-southeast-1,Metadata info 659,Test,Starforce,Stark
res-660,DynamoDB-660,EC2,eu-west-1,Metadata info 660,Prod,Hydra,Banner
res-661,RDS-661,Lambda,ap-southeast-1,Metadata info 661,,Avengers,Stark
res-662,CloudWatch-662,CloudFront,us-east-1,Metadata info 662,Dev,SHIELD,Stark
res-663,CloudFront-663,Lambda,us-east-1,Metadata info 663,,SHIELD,Castle
res-664,CloudFront-664,EC2,us-west-2,Metadata info 664,Dev,,Banner
res-665,CloudWatch-665,DynamoDB,us-east-1,Metadata info 665,,Hydra,Castle
res-666,RDS-666,CloudFront,ap-southeast-1,Metadata info 666,Test,Avengers,
res-667,EC2-667,RDS,us-west-2,Metadata info 667,Test,Hydra,Murdock
res-668,CloudWatch-668,ECS,eu-west-1,Metadata info 668,Prod,,Castle
res-669,DynamoDB-669,RDS,us-west-2,Metadata info 669,Prod,Avengers,Castle
res-670,ECS-670,S3,us-west-2,Metadata info 670,Dev,Hydra,Stark
res-671,S3-671,Lambda,ap-southeast-1,Metadata info 671,,SHIELD,Danvers
res-672,CloudWatch-672,CloudWatch,ap-southeast-1,Metadata info 672,,Avengers,Castle
res-673,EC2-673,RDS,eu-west-1,Metadata info 673,Prod,Starforce,Banner
res-674,S3-674,DynamoDB,us-west-2,Metadata info 674,Test,SHIELD,Banner
res-675,S3-675,S3,eu-west-1,Metadata info 675,Test,,
res-676,S3-676,RDS,us-east-1,Metadata info 676,Test,SHIELD,
res-677,Lambda-677,RDS,ap-southeast-1,Metadata info 677,Test,,Murdock
res-678,S3-678,RDS,ap-southeast-1,Metadata info 678,Dev,Starforce,
res-679,S3-679,ECS,us-east-1,Metadata info 679,,Starforce,Stark
res-680,Lambda-680,ECS,us-east-1,Metadata info 680,Test,Avengers,
res-681,S3-681,RDS,eu-west-1,Metadata info 681,Test,Avengers,Banner
res-682,CloudFront-682,CloudWatch,us-east-1,Metadata info 682,Prod,Hydra,Stark
res-683,S3-683,ECS,us-east-1,Metadata info 683,Prod,Hydra,Stark
res-684,S3-684,S3,eu-west-1,Metadata info 684,Dev,Avengers,Stark
res-685,DynamoDB-685,EC2,us-west-2,Metadata info 685,Test,,Castle
res-686,EC2-686,EC2,us-east-1,Metadata info 686,Prod,Starforce,Murdock
res-687,EC2-687,DynamoDB,us-west-2,Metadata info 687,Test,Starforce,
res-688,DynamoDB-688,S3,eu-west-1,Metadata info 688,,Hydra,Murdock
res-689,DynamoDB-689,DynamoDB,eu-west-1,Metadata info 689,,Starforce,Stark
res-690,RDS-690,S3,ap-southeast-1,Metadata info 690,Prod,,Banner
res-691,Lambda-691,CloudFront,ap-southeast-1,Metadata info 691,,SHIELD,Banner
res-692,RDS-692,ECS,us-west-2,Metadata info 692,Dev,Hydra,Banner
res-693,RDS-693,EC2,eu-west-1,Metadata info 693,Prod,Avengers,Banner
res-694,EC2-694,ECS,eu-west-1,Metadata info 694,Dev,SHIELD,Murdock
res-695,Lambda-695,DynamoDB,us-west-2,Metadata info 695,Dev,SHIELD,
res-696,RDS-696,Lambda,us-west-2,Metadata info 696,Dev,SHIELD,Castle
res-697,DynamoDB-697,DynamoDB,eu-west-1,Metadata info 697,Prod,Hydra,Castle
res-698,ECS-698,RDS,ap-southeast-1,Metadata info 698,,Hydra,Castle
res-699,DynamoDB-699,RDS,eu-west-1,Metadata info 699,Prod,Hydra,Danvers
res-700,CloudFront-700,RDS,us-east-1,Metadata info 700,Test,Avengers,Banner
res-701,RDS-701,EC2,eu-west-1,Metadata info 701,Test,,Castle
res-702,ECS-702,S3,us-east-1,Metadata info 702,Prod,Hydra,Murdock
res-703,ECS-703,DynamoDB,us-west-2,Metadata info 703,,,Stark
res-704,DynamoDB-704,EC2,us-east-1,Metadata info 704,Test,Starforce,
res-705,CloudFront-705,EC2,us-east-1,Metadata info 705,Prod,Avengers,Banner
res-706,ECS-706,CloudWatch,us-west-2,Metadata info 706,Dev,Starforce,
res-707,Lambda-707,DynamoDB,us-west-2,Metadata info 707,,SHIELD,
res-708,ECS-708,Lambda,us-west-2,Metadata info 708,Test,SHIELD,Danvers
res-709,S3-709,ECS,us-west-2,Metadata info 709,Prod,Hydra,Danvers
res-710,ECS-710,EC2,us-east-1,Metadata info 710,Dev,,Murdock
res-711,RDS-711,Lambda,us-west-2,Metadata info 711,Test,,Castle
res-712,RDS-712,RDS,ap-southeast-1,Metadata info 712,Prod,,Stark
res-713,CloudFront-713,Lambda,us-east-1,Metadata info 713,Prod,Hydra,Stark
res-714,S3-714,ECS,us-west-2,Metadata info 714,Prod,,Danvers
res-715,CloudFront-715,Lambda,ap-southeast-1,Metadata info 715,,Avengers,Castle
res-716,S3-716,Lambda,us-east-1,Metadata info 716,,Starforce,Murdock
res-717,ECS-717,Lambda,us-west-2,Metadata info 717,Test,Starforce,Castle
res-718,CloudFront-718,ECS,us-west-2,Metadata info 718,,Avengers,Castle
res-719,EC2-719,Lambda,eu-west-1,Metadata info 719,Prod,Avengers,Castle
res-720,DynamoDB-720,RDS,ap-southeast-1,Metadata info 720,Prod,SHIELD,
res-721,RDS-721,ECS,us-east-1,Metadata info 721,,Starforce,
res-722,EC2-722,RDS,us-west-2,Metadata info 722,Dev,,Castle
res-723,CloudWatch-723,DynamoDB,ap-southeast-1,Metadata info 723,,SHIELD,Murdock
res-724,Lambda-724,CloudFront,ap-southeast-1,Metadata info 724,Test,SHIELD,Castle
res-725,DynamoDB-725,CloudWatch,us-east-1,Metadata info 725,Test,,Banner
res-726,CloudFront-726,CloudWatch,eu-west-1,Metadata info 726,Prod,SHIELD,Castle
res-727,ECS-727,S3,ap-southeast-1,Metadata info 727,Prod,Avengers,Danvers
res-728,CloudFront-728,CloudFront,eu-west-1,Metadata info 728,,Starforce,Stark
res-729,RDS-729,S3,ap-southeast-1,Metadata info 729,Prod,SHIELD,
res-730,CloudFront-730,CloudWatch,us-west-2,Metadata info 730,Test,,Danvers
res-731,Lambda-731,CloudFront,us-east-1,Metadata info 731,Prod,Hydra,
res-732,RDS-732,RDS,ap-southeast-1,Metadata info 732,,Hydra,Castle
res-733,Lambda-733,Lambda,eu-west-1,Metadata info 733,Test,Hydra,Stark
res-734,Lambda-734,Lambda,us-east-1,Metadata info 734,Dev,Starforce,Murdock
res-735,EC2-735,RDS,us-east-1,Metadata info 735,,Avengers,Murdock
res-736,CloudFront-736,CloudWatch,us-west-2,Metadata info 736,Test,SHIELD,Banner
res-737,CloudWatch-737,ECS,us-west-2,Metadata info 737,Test,Hydra,Banner
res-738,CloudWatch-738,S3,us-east-1,Metadata info 738,Dev,Avengers,
res-739,EC2-739,ECS,us-west-2,Metadata info 739,Dev,SHIELD,Stark
res-740,DynamoDB-740,S3,us-east-1,Metadata info 740,Test,Avengers,Castle
res-741,S3-741,CloudFront,eu-west-1,Metadata info 741,Prod,Starforce,Castle
res-742,CloudWatch-742,EC2,us-east-1,Metadata info 742,,Hydra,Castle
res-743,RDS-743,RDS,ap-southeast-1,Metadata info 743,Prod,Hydra,Castle
res-744,ECS-744,CloudFront,us-west-2,Metadata info 744,Dev,SHIELD,
res-745,S3-745,CloudWatch,us-east-1,Metadata info 745,Test,,Castle
res-746,ECS-746,EC2,us-east-1,Metadata info 746,Test,Avengers,Stark
res-747,RDS-747,DynamoDB,ap-southeast-1,Metadata info 747,,,
res-748,Lambda-748,CloudWatch,ap-southeast-1,Metadata info 748,Dev,Hydra,Murdock
res-749,DynamoDB-749,S3,eu-west-1,Metadata info 749,Prod,Hydra,
res-750,RDS-750,Lambda,us-west-2,Metadata info 750,Test,SHIELD,Danvers
res-751,RDS-751,ECS,eu-west-1,Metadata info 751,Dev,Hydra,Murdock
res-752,ECS-752,ECS,eu-west-1,Metadata info 752,,Hydra,Danvers
res-753,EC2-753,ECS,us-east-1,Metadata info 753,Prod,,Banner
res-754,CloudWatch-754,ECS,ap-southeast-1,Metadata info 754,Prod,Hydra,Stark
res-755,Lambda-755,ECS,us-west-2,Metadata info 755,Test,Hydra,Castle
res-756,DynamoDB-756,CloudFront,us-west-2,Metadata info 756,,Hydra,
res-757,DynamoDB-757,CloudWatch,ap-southeast-1,Metadata info 757,Prod,Hydra,Banner
res-758,CloudWatch-758,RDS,us-east-1,Metadata info 758,Dev,Avengers,Murdock
res-759,CloudWatch-759,CloudWatch,ap-southeast-1,Metadata info 759,,Hydra,Stark
res-760,EC2-760,S3,eu-west-1,Metadata info 760,Test,Starforce,
res-761,CloudFront-761,EC2,ap-southeast-1,Metadata info 761,Dev,,Banner
res-762,EC2-762,RDS,ap-southeast-1,Metadata info 762,Dev,Hydra,
res-763,DynamoDB-763,CloudFront,ap-southeast-1,Metadata info 763,Test,Hydra,Danvers
res-764,RDS-764,DynamoDB,ap-southeast-1,Metadata info 764,Dev,Avengers,Danvers
res-765,CloudFront-765,Lambda,us-west-2,Metadata info 765,,Starforce,
res-766,CloudFront-766,RDS,us-west-2,Metadata info 766,Prod,SHIELD,Murdock
res-767,RDS-767,RDS,eu-west-1,Metadata info 767,Prod,Avengers,
res-768,EC2-768,Lambda,ap-southeast-1,Metadata info 768,Dev,,Danvers
res-769,CloudFront-769,DynamoDB,us-east-1,Metadata info 769,,Starforce,Danvers
res-770,Lambda-770,Lambda,eu-west-1,Metadata info 770,,SHIELD,Banner
res-771,S3-771,S3,us-east-1,Metadata info 771,,SHIELD,Murdock
res-772,ECS-772,CloudWatch,us-east-1,Metadata info 772,,Avengers,Murdock
res-773,CloudFront-773,EC2,us-east-1,Metadata info 773,Prod,SHIELD,Murdock
res-774,RDS-774,EC2,us-east-1,Metadata info 774,Test,,Stark
res-775,CloudWatch-775,Lambda,eu-west-1,Metadata info 775,Dev,SHIELD,Stark
res-776,S3-776,CloudFront,eu-west-1,Metadata info 776,Dev,Hydra,
res-777,EC2-777,DynamoDB,ap-southeast-1,Metadata info 777,,SHIELD,Banner
res-778,Lambda-778,EC2,eu-west-1,Metadata info 778,,,Banner
res-779,EC2-779,CloudWatch,ap-southeast-1,Metadata info 779,,Avengers,Castle
res-780,Lambda-780,RDS,us-east-1,Metadata info 780,Test,Hydra,Murdock
res-781,S3-781,CloudFront,us-west-2,Metadata info 781,Test,Hydra,
res-782,S3-782,ECS,ap-southeast-1,Metadata info 782,Dev,Hydra,Stark
res-783,ECS-783,ECS,us-west-2,Metadata info 783,Prod,Starforce,
res-784,CloudWatch-784,CloudWatch,us-west-2,Metadata info 784,Dev,Starforce,Castle
res-785,Lambda-785,Lambda,eu-west-1,Metadata info 785,Dev,SHIELD,Danvers
res-786,EC2-786,DynamoDB,us-east-1,Metadata info 786,Dev,,Danvers
res-787,ECS-787,DynamoDB,us-east-1,Metadata info 787,Dev,SHIELD,Danvers
res-788,S3-788,CloudWatch,us-east-1,Metadata info 788,Prod,SHIELD,
res-789,S3-789,ECS,us-west-2,Metadata info 789,Dev,Starforce,Murdock
res-790,CloudFront-790,S3,us-west-2,Metadata info 790,Prod,Starforce,Banner
res-791,CloudFront-791,CloudFront,us-east-1,Metadata info 791,Test,Avengers,
res-792,ECS-792,CloudFront,us-west-2,Metadata info 792,,,Banner
res-793,S3-793,ECS,ap-southeast-1,Metadata info 793,Test,Hydra,Murdock
res-794,Lambda-794,EC2,us-west-2,Metadata info 794,Test,SHIELD,Stark
res-795,RDS-795,CloudWatch,eu-west-1,Metadata info 795,Prod,,Stark
res-796,DynamoDB-796,CloudWatch,us-west-2,Metadata info 796,Test,Starforce,Stark
res-797,CloudWatch-797,DynamoDB,eu-west-1,Metadata info 797,Test,Hydra,
res-798,CloudWatch-798,Lambda,us-east-1,Metadata info 798,,Avengers,
res-799,CloudFront-799,ECS,eu-west-1,Metadata info 799,Test,Avengers,Danvers
res-800,EC2-800,CloudWatch,us-west-2,Metadata info 800,Prod,,Danvers
res-801,ECS-801,EC2,eu-west-1,Metadata info 801,Dev,Hydra,
res-802,CloudFront-802,DynamoDB,ap-southeast-1,Metadata info 802,Test,Hydra,Castle
res-803,EC2-803,S3,us-west-2,Metadata info 803,Test,,Danvers
res-804,CloudFront-804,EC2,us-east-1,Metadata info 804,Dev,Starforce,
res-805,CloudWatch-805,EC2,us-west-2,Metadata info 805,Dev,Starforce,Danvers
res-806,CloudFront-806,RDS,eu-west-1,Metadata info 806,,SHIELD,Banner
res-807,CloudWatch-807,ECS,us-east-1,Metadata info 807,Test,Avengers,Castle
res-808,ECS-808,DynamoDB,eu-west-1,Metadata info 808,,Avengers,
res-809,Lambda-809,CloudWatch,us-west-2,Metadata info 809,Test,,Murdock
res-810,EC2-810,DynamoDB,ap-southeast-1,Metadata info 810,Test,Starforce,Danvers
res-811,S3-811,CloudWatch,eu-west-1,Metadata info 811,Prod,Avengers,Castle
res-812,CloudFront-812,EC2,us-east-1,Metadata info 812,Dev,SHIELD,Stark
res-813,S3-813,CloudFront,us-east-1,Metadata info 813,Test,,Banner
res-814,CloudWatch-814,CloudFront,ap-southeast-1,Metadata info 814,Test,Avengers,Castle
res-815,EC2-815,Lambda,us-west-2,Metadata info 815,Prod,Starforce,Castle
res-816,CloudWatch-816,S3,us-west-2,Metadata info 816,Test,Avengers,Murdock
res-817,DynamoDB-817,CloudFront,eu-west-1,Metadata info 817,,,Murdock
res-818,Lambda-818,RDS,us-west-2,Metadata info 818,Dev,Starforce,
res-819,EC2-819,ECS,eu-west-1,Metadata info 819,Test,SHIELD,Murdock
res-820,ECS-820,ECS,us-east-1,Metadata info 820,,Hydra,Banner
res-821,DynamoDB-821,Lambda,ap-southeast-1,Metadata info 821,Test,SHIELD,
res-822,S3-822,ECS,ap-southeast-1,Metadata info 822,,SHIELD,Murdock
res-823,Lambda-823,Lambda,us-west-2,Metadata info 823,Test,Avengers,
res-824,S3-824,S3,us-east-1,Metadata info 824,Dev,Hydra,Murdock
res-825,ECS-825,CloudWatch,us-east-1,Metadata info 825,Dev,,Stark
res-826,CloudWatch-826,CloudFront,ap-southeast-1,Metadata info 826,Dev,Starforce,Banner
res-827,S3-827,S3,ap-southeast-1,Metadata info 827,Dev,SHIELD,Castle
res-828,CloudWatch-828,S3,eu-west-1,Metadata info 828,,SHIELD,
res-829,ECS-829,RDS,eu-west-1,Metadata info 829,Prod,SHIELD,Stark
res-830,ECS-830,DynamoDB,eu-west-1,Metadata info 830,,Hydra,Murdock
res-831,EC2-831,S3,eu-west-1,Metadata info 831,Prod,SHIELD,Stark
res-832,Lambda-832,DynamoDB,us-east-1,Metadata info 832,,SHIELD,Danvers
res-833,EC2-833,CloudFront,eu-west-1,Metadata info 833,,,Banner
res-834,DynamoDB-834,DynamoDB,us-east-1,Metadata info 834,,Avengers,Banner
res-835,EC2-835,DynamoDB,eu-west-1,Metadata info 835,Prod,Avengers,Danvers
res-836,Lambda-836,RDS,us-west-2,Metadata info 836,Test,Avengers,Banner
res-837,CloudWatch-837,DynamoDB,ap-southeast-1,Metadata info 837,Prod,Avengers,Castle
res-838,ECS-838,Lambda,eu-west-1,Metadata info 838,,Starforce,
res-839,S3-839,RDS,us-west-2,Metadata info 839,Test,Starforce,Banner
res-840,CloudWatch-840,ECS,ap-southeast-1,Metadata info 840,Dev,Starforce,Danvers
res-841,CloudFront-841,Lambda,us-west-2,Metadata info 841,Test,Starforce,
res-842,CloudFront-842,CloudFront,ap-southeast-1,Metadata info 842,Test,Hydra,Stark
res-843,CloudWatch-843,Lambda,us-east-1,Metadata info 843,Prod,Hydra,Banner
res-844,RDS-844,Lambda,us-west-2,Metadata info 844,Dev,SHIELD,Danvers
res-845,RDS-845,CloudWatch,us-west-2,Metadata info 845,,,Murdock
res-846,EC2-846,Lambda,us-east-1,Metadata info 846,Prod,,Banner
res-847,DynamoDB-847,RDS,us-west-2,Metadata info 847,Test,SHIELD,Castle
res-848,CloudFront-848,DynamoDB,us-west-2,Metadata info 848,Test,,Banner
res-849,CloudWatch-849,EC2,us-east-1,Metadata info 849,Test,Hydra,Banner
res-850,EC2-850,CloudFront,us-east-1,Metadata info 850,Test,SHIELD,
res-851,CloudWatch-851,ECS,eu-west-1,Metadata info 851,,SHIELD,
res-852,EC2-852,DynamoDB,eu-west-1,Metadata info 852,Prod,SHIELD,Castle
res-853,CloudWatch-853,Lambda,us-west-2,Metadata info 853,,,Castle
res-854,Lambda-854,CloudFront,us-west-2,Metadata info 854,Dev,Avengers,
res-855,ECS-855,CloudFront,us-east-1,Metadata info 855,Test,,Murdock
res-856,CloudWatch-856,CloudFront,eu-west-1,Metadata info 856,Prod,Hydra,
res-857,EC2-857,EC2,eu-west-1,Metadata info 857,Prod,Avengers,Stark
res-858,CloudFront-858,EC2,us-west-2,Metadata info 858,Dev,SHIELD,Stark
res-859,S3-859,RDS,us-east-1,Metadata info 859,Prod,Hydra,Banner
res-860,RDS-860,EC2,us-west-2,Metadata info 860,,SHIELD,
res-861,ECS-861,S3,us-west-2,Metadata info 861,Dev,SHIELD,Castle
res-862,CloudFront-862,CloudFront,eu-west-1,Metadata info 862,Dev,Avengers,Stark
res-863,RDS-863,S3,eu-west-1,Metadata info 863,Prod,SHIELD,
res-864,CloudWatch-864,CloudFront,us-east-1,Metadata info 864,Test,Starforce,Castle
res-865,CloudFront-865,S3,us-east-1,Metadata info 865,Dev,Avengers,Danvers
res-866,CloudFront-866,Lambda,us-east-1,Metadata info 866,,SHIELD,Murdock
res-867,CloudWatch-867,ECS,us-east-1,Metadata info 867,Dev,,
res-868,RDS-868,S3,us-west-2,Metadata info 868,,SHIELD,Castle
res-869,S3-869,RDS,ap-southeast-1,Metadata info 869,Test,Starforce,Banner
res-870,Lambda-870,ECS,ap-southeast-1,Metadata info 870,Test,Avengers,Murdock
res-871,DynamoDB-871,S3,ap-southeast-1,Metadata info 871,Prod,Starforce,Banner
res-872,RDS-872,EC2,ap-southeast-1,Metadata info 872,Prod,SHIELD,Murdock
res-873,CloudWatch-873,CloudFront,ap-southeast-1,Metadata info 873,Prod,Avengers,Stark
res-874,RDS-874,ECS,eu-west-1,Metadata info 874,Prod,SHIELD,Banner
res-875,CloudFront-875,ECS,eu-west-1,Metadata info 875,Prod,,Castle
res-876,Lambda-876,Lambda,ap-southeast-1,Metadata info 876,,Avengers,Danvers
res-877,CloudFront-877,RDS,us-west-2,Metadata info 877,Dev,Starforce,Danvers
res-878,DynamoDB-878,S3,ap-southeast-1,Metadata info 878,,Hydra,
res-879,CloudWatch-879,S3,us-east-1,Metadata info 879,Dev,Avengers,Murdock
res-880,S3-880,DynamoDB,ap-southeast-1,Metadata info 880,Prod,Hydra,Stark
res-881,Lambda-881,S3,us-west-2,Metadata info 881,Dev,Avengers,Danvers
res-882,DynamoDB-882,Lambda,us-west-2,Metadata info 882,Prod,,Stark
res-883,ECS-883,ECS,ap-southeast-1,Metadata info 883,Prod,SHIELD,Murdock
res-884,CloudWatch-884,EC2,us-west-2,Metadata info 884,Dev,SHIELD,Stark
res-885,DynamoDB-885,EC2,us-east-1,Metadata info 885,Prod,,Danvers
res-886,RDS-886,S3,eu-west-1,Metadata info 886,,Hydra,Castle
res-887,S3-887,Lambda,us-east-1,Metadata info 887,Dev,,Danvers
res-888,S3-888,EC2,us-west-2,Metadata info 888,,Avengers,Banner
res-889,S3-889,ECS,us-east-1,Metadata info 889,Prod,Starforce,Danvers
res-890,Lambda-890,CloudWatch,us-west-2,Metadata info 890,Dev,Hydra,Stark
res-891,ECS-891,CloudWatch,eu-west-1,Metadata info 891,,,Castle
res-892,CloudWatch-892,Lambda,us-west-2,Metadata info 892,Dev,Hydra,Danvers
res-893,DynamoDB-893,CloudFront,us-east-1,Metadata info 893,Dev,SHIELD,
res-894,RDS-894,DynamoDB,ap-southeast-1,Metadata info 894,Test,Hydra,Castle
res-895,Lambda-895,CloudFront,eu-west-1,Metadata info 895,Test,Avengers,Castle
res-896,ECS-896,Lambda,ap-southeast-1,Metadata info 896,,Starforce,Murdock
res-897,DynamoDB-897,RDS,ap-southeast-1,Metadata info 897,Prod,Starforce,Murdock
res-898,Lambda-898,RDS,eu-west-1,Metadata info 898,Test,Starforce,Danvers
res-899,DynamoDB-899,RDS,us-east-1,Metadata info 899,Dev,Starforce,Banner
res-900,EC2-900,Lambda,us-west-2,Metadata info 900,,Avengers,Castle
res-901,ECS-901,DynamoDB,us-east-1,Metadata info 901,Prod,,Danvers
res-902,CloudWatch-902,RDS,ap-southeast-1,Metadata info 902,,Hydra,Murdock
res-903,CloudWatch-903,CloudWatch,us-east-1,Metadata info 903,,Hydra,Castle
res-904,Lambda-904,S3,ap-southeast-1,Metadata info 904,Prod,Avengers,
res-905,CloudWatch-905,CloudWatch,eu-west-1,Metadata info 905,Prod,SHIELD,Murdock
res-906,S3-906,CloudFront,us-east-1,Metadata info 906,,Starforce,
res-907,EC2-907,DynamoDB,us-east-1,Metadata info 907,Dev,,Murdock
res-908,DynamoDB-908,Lambda,us-west-2,Metadata info 908,Test,Hydra,Stark
res-909,DynamoDB-909,CloudWatch,ap-southeast-1,Metadata info 909,Prod,Avengers,Banner
res-910,S3-910,Lambda,eu-west-1,Metadata info 910,Test,SHIELD,Banner
res-911,CloudFront-911,DynamoDB,eu-west-1,Metadata info 911,Prod,Starforce,Danvers
res-912,RDS-912,CloudWatch,ap-southeast-1,Metadata info 912,Dev,Avengers,Stark
res-913,Lambda-913,EC2,us-east-1,Metadata info 913,Dev,,Danvers
res-914,CloudFront-914,S3,ap-southeast-1,Metadata info 914,Test,Starforce,
res-915,CloudWatch-915,DynamoDB,us-west-2,Metadata info 915,Test,,Murdock
res-916,CloudFront-916,RDS,us-west-2,Metadata info 916,Test,Avengers,Castle
res-917,RDS-917,S3,us-west-2,Metadata info 917,Prod,SHIELD,Banner
res-918,CloudWatch-918,DynamoDB,ap-southeast-1,Metadata info 918,,Starforce,Danvers
res-919,CloudWatch-919,RDS,us-east-1,Metadata info 919,Dev,Starforce,
res-920,S3-920,DynamoDB,eu-west-1,Metadata info 920,,,
res-921,CloudFront-921,CloudWatch,eu-west-1,Metadata info 921,Dev,SHIELD,Castle
res-922,RDS-922,Lambda,us-east-1,Metadata info 922,,,Banner
res-923,RDS-923,DynamoDB,eu-west-1,Metadata info 923,Prod,,Stark
res-924,S3-924,RDS,us-west-2,Metadata info 924,Prod,Avengers,Banner
res-925,ECS-925,CloudFront,us-west-2,Metadata info 925,Dev,SHIELD,
res-926,S3-926,CloudWatch,ap-southeast-1,Metadata info 926,Dev,SHIELD,Murdock
res-927,ECS-927,S3,us-east-1,Metadata info 927,Prod,,Castle
res-928,RDS-928,S3,us-east-1,Metadata info 928,Test,Starforce,Banner
res-929,CloudFront-929,Lambda,ap-southeast-1,Metadata info 929,Prod,Avengers,
res-930,RDS-930,Lambda,eu-west-1,Metadata info 930,Prod,Avengers,Castle
res-931,RDS-931,CloudFront,us-east-1,Metadata info 931,Test,Starforce,Banner
res-932,S3-932,RDS,us-east-1,Metadata info 932,Prod,Hydra,
res-933,RDS-933,S3,us-east-1,Metadata info 933,,Hydra,Banner
res-934,RDS-934,RDS,us-east-1,Metadata info 934,Test,,
res-935,CloudFront-935,ECS,us-east-1,Metadata info 935,,Starforce,Murdock
res-936,CloudWatch-936,ECS,us-east-1,Metadata info 936,Dev,Avengers,Murdock
res-937,S3-937,DynamoDB,ap-southeast-1,Metadata info 937,Test,SHIELD,Murdock
res-938,ECS-938,CloudFront,ap-southeast-1,Metadata info 938,Test,Avengers,Murdock
res-939,S3-939,CloudFront,us-east-1,Metadata info 939,Prod,Starforce,Murdock
res-940,ECS-940,ECS,us-east-1,Metadata info 940,Dev,SHIELD,Castle
res-941,CloudFront-941,DynamoDB,us-west-2,Metadata info 941,Test,Avengers,Stark
res-942,CloudWatch-942,DynamoDB,eu-west-1,Metadata info 942,Prod,Avengers,Danvers
res-943,Lambda-943,DynamoDB,ap-southeast-1,Metadata info 943,Dev,Starforce,Banner
res-944,CloudFront-944,Lambda,us-east-1,Metadata info 944,,Avengers,
res-945,S3-945,CloudWatch,us-east-1,Metadata info 945,Test,Avengers,Murdock
res-946,CloudFront-946,ECS,us-west-2,Metadata info 946,Prod,Starforce,Danvers
res-947,DynamoDB-947,ECS,ap-southeast-1,Metadata info 947,,Starforce,Stark
res-948,EC2-948,DynamoDB,us-west-2,Metadata info 948,Prod,Avengers,Castle
res-949,S3-949,Lambda,ap-southeast-1,Metadata info 949,Dev,Avengers,Banner
res-950,ECS-950,CloudFront,eu-west-1,Metadata info 950,Test,Hydra,Castle
res-951,DynamoDB-951,EC2,ap-southeast-1,Metadata info 951,Prod,Hydra,Castle
res-952,CloudWatch-952,DynamoDB,eu-west-1,Metadata info 952,Prod,Hydra,Castle
res-953,S3-953,CloudFront,ap-southeast-1,Metadata info 953,Dev,Avengers,Danvers
res-954,S3-954,CloudFront,us-east-1,Metadata info 954,Dev,Starforce,Stark
res-955,CloudFront-955,EC2,eu-west-1,Metadata info 955,Prod,,Murdock
res-956,EC2-956,ECS,us-west-2,Metadata info 956,,Avengers,Danvers
res-957,S3-957,RDS,ap-southeast-1,Metadata info 957,Test,,Danvers
res-958,EC2-958,S3,us-east-1,Metadata info 958,Test,Hydra,Danvers
res-959,Lambda-959,S3,ap-southeast-1,Metadata info 959,Test,,Danvers
res-960,Lambda-960,CloudFront,eu-west-1,Metadata info 960,Test,SHIELD,
res-961,RDS-961,CloudFront,us-west-2,Metadata info 961,Dev,Hydra,Stark
res-962,EC2-962,RDS,us-west-2,Metadata info 962,Test,,Castle
res-963,EC2-963,S3,us-west-2,Metadata info 963,Test,,Banner
res-964,ECS-964,S3,ap-southeast-1,Metadata info 964,,,Banner
res-965,Lambda-965,CloudWatch,us-east-1,Metadata info 965,,Starforce,Banner
res-966,ECS-966,CloudWatch,eu-west-1,Metadata info 966,,SHIELD,Castle
res-967,ECS-967,EC2,us-west-2,Metadata info 967,Test,Starforce,Stark
res-968,CloudWatch-968,CloudWatch,us-east-1,Metadata info 968,Dev,SHIELD,Murdock
res-969,CloudFront-969,CloudFront,eu-west-1,Metadata info 969,Test,Starforce,Murdock
res-970,S3-970,S3,us-east-1,Metadata info 970,,SHIELD,Danvers
res-971,DynamoDB-971,RDS,us-west-2,Metadata info 971,,,Banner
res-972,RDS-972,Lambda,eu-west-1,Metadata info 972,Prod,Hydra,Danvers
res-973,S3-973,CloudFront,us-west-2,Metadata info 973,Dev,Starforce,Stark
res-974,Lambda-974,EC2,us-east-1,Metadata info 974,Prod,SHIELD,
res-975,CloudWatch-975,CloudFront,us-west-2,Metadata info 975,,Avengers,Stark
res-976,Lambda-976,S3,us-east-1,Metadata info 976,Dev,Starforce,Castle
res-977,DynamoDB-977,CloudWatch,us-west-2,Metadata info 977,Dev,,Murdock
res-978,EC2-978,EC2,us-east-1,Metadata info 978,Test,SHIELD,Murdock
res-979,CloudFront-979,CloudFront,eu-west-1,Metadata info 979,Test,,Murdock
res-980,RDS-980,CloudFront,us-west-2,Metadata info 980,Prod,,Banner
res-981,ECS-981,CloudWatch,ap-southeast-1,Metadata info 981,,SHIELD,
res-982,EC2-982,S3,ap-southeast-1,Metadata info 982,Prod,Avengers,Stark
res-983,S3-983,CloudWatch,eu-west-1,Metadata info 983,Dev,,Castle
res-984,ECS-984,DynamoDB,us-east-1,Metadata info 984,Test,SHIELD,Castle
res-985,Lambda-985,CloudFront,us-west-2,Metadata info 985,Test,,Danvers
res-986,Lambda-986,DynamoDB,eu-west-1,Metadata info 986,Test,Starforce,
res-987,DynamoDB-987,ECS,us-west-2,Metadata info 987,Test,SHIELD,Murdock
res-988,DynamoDB-988,CloudWatch,eu-west-1,Metadata info 988,Test,Avengers,
